date,open,high,low,close,volume,daily_return,log_return,volatility_20d,ma_50
2019-01-02,6197.87109375,6205.89501953125,6164.833984375,6181.1748046875,52797800,,,,
2019-01-03,6176.15185546875,6221.009765625,6176.15185546875,6221.009765625,72166700,0.006444561462214393,0.006423884066280147,,
2019-01-04,6211.09619140625,6274.5400390625,6200.85400390625,6274.5400390625,80858100,0.008604756374646527,0.008567946467974947,,
2019-01-07,6317.6259765625,6354.7578125,6287.22412109375,6287.22412109375,90278300,0.0020215158326004623,0.0020194753189607304,,
2019-01-08,6292.26318359375,6316.240234375,6251.3759765625,6262.84716796875,90537400,-0.0038772203210022393,-0.0038847562249242997,,
2019-01-09,6296.115234375,6311.5791015625,6265.326171875,6272.23779296875,105604200,0.0014994178762701704,0.0014982948717149134,,
2019-01-10,6293.9580078125,6328.7138671875,6268.5078125,6328.7138671875,122462300,0.009004134741520842,0.008963839223849572,,
2019-01-11,6347.97314453125,6361.46484375,6337.5478515625,6361.46484375,78112000,0.005174981402193524,0.005161637203458277,,
2019-01-14,6351.3291015625,6359.875,6302.39599609375,6336.1162109375,79731000,-0.0039847163247950235,-0.0039926764598462935,,
2019-01-15,6347.10107421875,6408.7841796875,6333.64404296875,6408.7841796875,95139900,0.011468850369972694,0.011403581669488029,,
2019-01-16,6417.130859375,6425.94091796875,6385.58984375,6413.35986328125,104252800,0.0007139706168062254,0.0007137158610369381,,
2019-01-17,6421.4072265625,6457.73486328125,6410.9501953125,6423.77978515625,99214400,0.0016247212221254248,0.0016234027904633646,,
2019-01-18,6444.212890625,6452.55810546875,6409.09521484375,6448.15576171875,77604300,0.0037946469800889115,0.003787465469036631,,
2019-01-21,6448.5361328125,6472.14990234375,6438.90087890625,6450.833984375,101769000,0.0004153470783305746,0.0004152608456096819,,
2019-01-22,6452.60400390625,6468.56201171875,6416.5927734375,6468.56201171875,100776200,0.0027481760322294324,0.0027444067007557525,,
2019-01-23,6452.90576171875,6484.19580078125,6449.919921875,6451.169921875,109468500,-0.0026887103829632553,-0.0026923314568606917,,
2019-01-24,6451.2568359375,6478.8837890625,6446.58203125,6466.65478515625,120391000,0.0024003186195333814,0.002397442456348333,,
2019-01-25,6474.1591796875,6498.333984375,6470.123046875,6482.8427734375,92035400,0.002503301756328291,0.0025001737156855517,,
2019-01-28,6488.90185546875,6501.0859375,6433.81982421875,6458.7119140625,95548600,-0.0037222650954721326,-0.0037292099633084003,,
2019-01-29,6454.47314453125,6485.2470703125,6428.47021484375,6436.47998046875,73064200,-0.0034421621353546428,-0.003448100005427819,,
2019-01-30,6445.4091796875,6464.9267578125,6435.41796875,6464.18896484375,78683300,0.0043049903765850495,0.004295750414653513,0.07076312108828015,
2019-01-31,6491.38916015625,6544.47900390625,6491.38916015625,6532.96923828125,104349100,0.010640201549114714,0.010583992966834295,0.07541453904671708,
2019-02-01,6552.05712890625,6581.73193359375,6516.43603515625,6538.63818359375,88866200,0.0008677440694626615,0.0008673677972338813,0.07200066976460949,
2019-02-04,6540.77392578125,6555.98681640625,6479.0498046875,6481.451171875,89042000,-0.00874601256607821,-0.008784483409218708,0.08165086478072622,
2019-02-06,6503.578125,6552.216796875,6503.578125,6547.876953125,106799500,0.010248597033059692,0.010196436243048845,0.08453361807196141,
2019-02-07,6556.115234375,6563.98193359375,6517.22509765625,6536.45703125,115112600,-0.001744064825401126,-0.0017455874771184754,0.08568008458953827,
2019-02-08,6513.7431640625,6526.8662109375,6498.96484375,6521.6630859375,96579400,-0.0022632972636050797,-0.002265862392019759,0.08291203793730186,
2019-02-11,6523.7021484375,6535.17822265625,6494.125,6495.001953125,94974200,-0.0040880880323285185,-0.004096467108272006,0.0839972845080536,
2019-02-12,6503.05078125,6513.10205078125,6392.23681640625,6426.3251953125,118209700,-0.010573785552051573,-0.010630085241414669,0.09217643979717637,
2019-02-13,6445.17919921875,6456.57080078125,6398.89208984375,6419.1162109375,122590200,-0.0011217895384844079,-0.001122419215322709,0.08318205361453868,
2019-02-14,6429.1318359375,6446.3359375,6402.43017578125,6420.01806640625,117183600,0.00014049527055037814,0.0001404854020141656,0.08314906188619531,
2019-02-15,6425.81396484375,6433.68505859375,6374.89892578125,6389.0849609375,98204900,-0.0048182271683334665,-0.004829872245666121,0.08467275227675604,
2019-02-18,6428.27587890625,6501.02783203125,6425.9169921875,6497.81494140625,97765700,0.01701808336147015,0.016874897991399476,0.10361699124491906,
2019-02-19,6500.701171875,6534.0078125,6493.30908203125,6494.6669921875,98372900,-0.00048446273818758545,-0.0004845801281755126,0.10366256458980425,
2019-02-20,6521.80810546875,6552.15185546875,6483.07080078125,6512.7841796875,110588600,0.002789548335856651,0.002785664766490839,0.10367536699533189,
2019-02-21,6510.5732421875,6539.06787109375,6498.990234375,6537.76611328125,102022900,0.003835830100384019,0.0038284920630946902,0.10372907522699157,
2019-02-22,6518.18798828125,6530.22021484375,6481.47509765625,6501.3779296875,101594400,-0.005565843586822217,-0.0055813906092721695,0.10580902531196698,
2019-02-25,6522.31005859375,6538.4912109375,6507.9248046875,6525.35791015625,95685700,0.0036884458538011256,0.0036816602179080248,0.10622195266903756,
2019-02-26,6527.72119140625,6540.9501953125,6497.7578125,6540.9501953125,111994800,0.0023894911774848815,0.002386640883040554,0.10533932254299284,
2019-02-27,6532.0390625,6539.28515625,6499.81494140625,6525.68310546875,89352100,-0.0023340782895260315,-0.0023368064963157627,0.10484102122980328,
2019-02-28,6526.93310546875,6526.93310546875,6433.244140625,6443.34814453125,100223700,-0.01261706393136075,-0.012697334987239997,0.11403473469069736,
2019-03-01,6468.6201171875,6505.09619140625,6466.1572265625,6499.8837890625,78269700,0.008774265065784714,0.008735994900853038,0.11189371059890595,
2019-03-04,6508.26416015625,6537.23095703125,6487.85302734375,6488.419921875,89179000,-0.0017637034075579372,-0.0017652605635898042,0.11193404209495021,
2019-03-05,6485.580078125,6485.64404296875,6409.337890625,6441.27978515625,82023100,-0.007265272175097981,-0.007291792796080179,0.11056555193275426,
2019-03-06,6460.80712890625,6473.01220703125,6424.2578125,6457.9560546875,91098200,0.002588968355276222,0.0025856227499040994,0.10408316397566367,
2019-03-08,6439.8408203125,6442.2041015625,6381.73095703125,6383.06787109375,92588600,-0.011596267140807304,-0.011664028206265787,0.11113141903484121,
2019-03-11,6418.8828125,6420.7822265625,6366.0390625,6366.43408203125,97316700,-0.0026059238908969773,-0.0026093252209159917,0.11118230545540389,
2019-03-12,6395.880859375,6404.43017578125,6339.9677734375,6353.77392578125,84514000,-0.0019885788632811874,-0.00199055871138708,0.11070606509576462,
2019-03-13,6343.12109375,6377.5751953125,6337.8740234375,6377.5751953125,100029400,0.0037460051001616534,0.0037390062959819052,0.10594612536332638,
2019-03-14,6374.9169921875,6413.26611328125,6372.96484375,6413.26611328125,96692700,0.005596314723969487,0.00558071353377398,0.10797614510680417,6431.377216796875
2019-03-15,6420.18212890625,6489.19482421875,6419.64404296875,6461.18310546875,122938800,0.007471542789760255,0.007443769069828013,0.11120680767194742,6436.9773828125
2019-03-18,6481.5927734375,6509.44677734375,6477.2880859375,6509.44677734375,105004500,0.007469788595551474,0.007442027883440641,0.1121972244918227,6442.746123046875
2019-03-19,6515.56103515625,6522.205078125,6473.2861328125,6480.27587890625,113972800,-0.004481317604290047,-0.004491388807461842,0.09646280026041493,6446.86083984375
2019-03-20,6486.8828125,6498.42578125,6463.94384765625,6482.7099609375,106335600,0.00037561395174123824,0.0003755434264804955,0.09646979196815042,6450.770556640625
2019-03-21,6499.27197265625,6515.97119140625,6484.31298828125,6501.77587890625,120956200,0.002941041336668615,0.002936724935668173,0.09653103044364655,6455.549130859375
2019-03-22,6510.85205078125,6525.27392578125,6491.90478515625,6525.27392578125,129537900,0.0036140967195186224,0.003607581564850385,0.09641537396260065,6460.609853515625
2019-03-25,6473.85595703125,6474.64794921875,6391.51904296875,6411.2509765625,105721300,-0.017474047912110935,-0.01762852124875487,0.11347980941310368,6462.260595703125
2019-03-26,6440.916015625,6478.0478515625,6439.58203125,6469.9990234375,85932800,0.009163273609123168,0.009121545534310918,0.11782408209961258,6464.431279296875
2019-03-27,6480.55712890625,6485.42578125,6443.97412109375,6444.73779296875,90444600,-0.003904363876600536,-0.003912005802967221,0.11795108751357944,6466.6037109375
2019-03-28,6460.48681640625,6480.7880859375,6445.35888671875,6480.7880859375,92075400,0.0055937563523655864,0.00557816939670738,0.11986136015961696,6468.0437890625
2019-03-29,6480.98291015625,6485.958984375,6440.9169921875,6468.7548828125,102927100,-0.0018567499763046946,-0.0018584758732455714,0.110885407303387,6469.151689453125
2019-04-01,6485.72119140625,6492.9111328125,6444.84423828125,6452.61083984375,93229400,-0.002495695579939894,-0.0024988150193487072,0.10649466180998154,6469.728310546875
2019-04-02,6476.623046875,6490.0732421875,6454.98388671875,6476.06591796875,97657900,0.0036349748508262003,0.003628384295915541,0.10727218032348931,6470.286513671875
2019-04-04,6489.78515625,6505.798828125,6480.0751953125,6494.6298828125,115935300,0.002866549704542365,0.0028624489856785445,0.10425007609225295,6471.162431640625
2019-04-05,6501.09912109375,6506.80078125,6473.955078125,6474.01806640625,104044400,-0.003173670675337137,-0.003178717448808323,0.10466350469707097,6471.271552734375
2019-04-08,6480.18408203125,6484.14794921875,6390.7099609375,6425.73388671875,104784600,-0.007458147195795961,-0.007486098237636023,0.09933756377571798,6470.76283203125
2019-04-09,6434.6181640625,6484.39013671875,6429.53515625,6484.34814453125,103220100,0.00912179975794647,0.009080447424108531,0.10333123774719942,6471.11669921875
2019-04-10,6476.77978515625,6487.755859375,6456.666015625,6478.326171875,85785100,-0.0009286936052822492,-0.0009291251083652836,0.10300319796061187,6471.0263671875
2019-04-11,6468.255859375,6472.72998046875,6410.166015625,6410.166015625,98465700,-0.010521260344363403,-0.01057700011714775,0.11018494613003244,6470.05544921875
2019-04-12,6395.0732421875,6422.27197265625,6394.9140625,6405.8662109375,115690900,-0.000670778990281895,-0.0006710040631638653,0.10839726644916571,6469.443173828125
2019-04-15,6426.90478515625,6442.0341796875,6415.115234375,6435.15087890625,89372600,0.004571539118120915,0.004561121371192237,0.10621233264945538,6468.862412109375
2019-04-16,6440.72119140625,6485.12109375,6438.39697265625,6481.541015625,113905400,0.007208865431704403,0.007183005766157244,0.10596879058662596,6467.83384765625
2019-04-18,6568.84521484375,6636.33203125,6487.22705078125,6507.22119140625,112896400,0.003962047870921914,0.003954219629687889,0.1056883874825658,6467.2055078125
2019-04-22,6511.0859375,6516.2421875,6410.0390625,6414.7431640625,94956300,-0.014211600408770675,-0.01431355228747272,0.1175722864041214,6465.87134765625
2019-04-23,6420.1630859375,6482.81884765625,6415.455078125,6462.82177734375,105904400,0.00749501765723104,0.007467069573104494,0.1204080173691051,6464.170244140625
2019-04-24,6460.26513671875,6472.52783203125,6433.97216796875,6447.884765625,95981100,-0.0023112213570725126,-0.0023138963516177095,0.11969143343699841,6462.398798828125
2019-04-25,6423.837890625,6431.591796875,6353.283203125,6372.787109375,95830800,-0.011646866992778948,-0.011715223022235752,0.10997736973709979,6459.421279296875
2019-04-26,6349.923828125,6401.080078125,6321.66015625,6401.080078125,84764000,0.004439653838173685,0.0044298276475941995,0.10582871984131786,6457.542841796875
2019-04-29,6388.3818359375,6428.34423828125,6376.705078125,6425.89501953125,87784100,0.003876680357593365,0.003869185396430213,0.10613985630968978,6457.53423828125
2019-04-30,6437.97509765625,6457.82177734375,6428.251953125,6455.35205078125,94646800,0.004584113366381981,0.004573638319041132,0.10547911506236675,6458.258955078125
2019-05-02,6458.12109375,6465.77294921875,6363.0400390625,6374.421875,105193000,-0.01253691125512757,-0.012616161391658276,0.11427266434891677,6457.34703125
2019-05-03,6366.75,6367.6201171875,6261.25,6319.458984375,93047100,-0.008622411836367472,-0.00865979990130715,0.11757910595648487,6455.95451171875
2019-05-06,6254.81103515625,6263.0869140625,6207.623046875,6256.35205078125,76667800,-0.00998612915279351,-0.010036324994879747,0.12035145968497951,6451.12525390625
2019-05-07,6271.9619140625,6310.93994140625,6268.31982421875,6297.31787109375,99893700,0.006547876458995683,0.006526532238151769,0.12288038121474051,6447.178271484375
2019-05-08,6260.69677734375,6270.8837890625,6231.36279296875,6270.2021484375,92019200,-0.004305916139427879,-0.004315213294439578,0.12314701321321962,6442.326630859375
2019-05-09,6242.18017578125,6259.626953125,6195.38623046875,6198.80419921875,92161300,-0.011386865611109798,-0.011452192349981924,0.12642269165697595,6435.547392578125
2019-05-10,6203.10302734375,6232.6640625,6149.22021484375,6209.1181640625,83315100,0.0016638636279315833,0.0016624809403686309,0.12056332608190445,6429.702197265625
2019-05-13,6225.39501953125,6238.26220703125,6135.39599609375,6135.39599609375,73081800,-0.011873210659034239,-0.011944260175293032,0.12530819827924908,6421.902958984375
2019-05-14,6081.40185546875,6101.08984375,6033.6181640625,6071.2021484375,102612300,-0.010462869502982475,-0.010517990139230424,0.1252592861168727,6412.507998046875
2019-05-15,6091.64306640625,6107.43994140625,5980.884765625,5980.884765625,90189500,-0.014876359014951324,-0.014988121844817502,0.13227177912960159,6401.61203125
2019-05-16,5969.85595703125,6009.6279296875,5889.55517578125,5895.73779296875,90700800,-0.014236517838569718,-0.014338829258402054,0.1341237651970317,6390.65982421875
2019-05-17,5930.26904296875,5936.97021484375,5826.8681640625,5826.8681640625,88536300,-0.011681257091925579,-0.011750018983638475,0.1292281976837633,6377.19951171875
2019-05-20,5822.47412109375,5930.15478515625,5767.40087890625,5907.12109375,88516800,0.013772909808130507,0.013678925263036025,0.14242508685129207,6365.57353515625
2019-05-21,5925.416015625,5996.5400390625,5925.416015625,5951.3720703125,88868800,0.007491123994278537,0.0074632048686561385,0.14417479530298974,6355.775380859375
2019-05-22,5948.3828125,5966.7978515625,5918.89990234375,5939.63623046875,73752300,-0.0019719553247716792,-0.001973902188513039,0.13820485599104762,6345.408984375
